100 120.5
200 9.574
300 2.014
400 0.617
500 0.2324
600 0.09942
700 0.04648
800 0.02317
900 0.01209
1000 0.006569
1100 0.003661
1200 0.002096
1300 0.001224
1400 0.0007213
1500 0.0004308
1600 0.0002612
1700 0.0001591
1800 9.726e-05
1900 5.977e-05
2000 3.693e-05
